loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.4404858025062622,0,1723633923,,False,1,f79e0_00000,2024-08-14_13-12-03,27.23509407043457,27.23509407043457,331068,turing,192.168.209.37,27.23509407043457,1
0.2841960231252311,1,1723633939,,False,2,f79e0_00000,2024-08-14_13-12-19,15.749001741409302,42.98409581184387,331068,turing,192.168.209.37,42.98409581184387,2
0.30610017861864613,2,1723633954,,False,3,f79e0_00000,2024-08-14_13-12-34,15.831968307495117,58.81606411933899,331068,turing,192.168.209.37,58.81606411933899,3
0.26291687703575317,3,1723633970,,False,4,f79e0_00000,2024-08-14_13-12-50,15.792582988739014,74.608647108078,331068,turing,192.168.209.37,74.608647108078,4
0.22586845972177522,4,1723633986,,False,5,f79e0_00000,2024-08-14_13-13-06,15.905284404754639,90.51393151283264,331068,turing,192.168.209.37,90.51393151283264,5
0.14817241601033299,5,1723634002,,False,6,f79e0_00000,2024-08-14_13-13-22,15.860432624816895,106.37436413764954,331068,turing,192.168.209.37,106.37436413764954,6
0.20078425334682515,6,1723634018,,False,7,f79e0_00000,2024-08-14_13-13-38,16.07406735420227,122.4484314918518,331068,turing,192.168.209.37,122.4484314918518,7
0.17704141250655886,7,1723634034,,False,8,f79e0_00000,2024-08-14_13-13-54,15.984409809112549,138.43284130096436,331068,turing,192.168.209.37,138.43284130096436,8
